split,class,filename
train,unknown,5-151085-A-202.wav
train,unknown,4-165606-A-452.wav
train,unknown,3-197435-A-223.wav
train,unknown,2-125966-A-113.wav
train,unknown,5-263501-A-253.wav
train,unknown,2-92978-A-290.wav
train,unknown,4-169508-A-372.wav
train,unknown,2-135728-A-384.wav
train,unknown,2-108760-B-141.wav
train,unknown,4-185619-A-214.wav
train,unknown,silence258.wav
train,unknown,2-152895-A-312.wav
train,unknown,4-144083-A-160.wav
train,unknown,1-29680-A-210.wav
train,unknown,2-61311-A-123.wav
train,unknown,3-148297-A-374.wav
train,unknown,3-97909-A-490.wav
train,unknown,3-117293-A-92.wav
train,unknown,1-30226-A-04.wav
train,unknown,2-50667-A-411.wav
train,unknown,4-189838-A-222.wav
train,unknown,2-77945-B-410.wav
train,unknown,5-242711-A-91.wav
train,unknown,4-108352-A-334.wav
train,unknown,2-79775-A-264.wav
train,unknown,1-70300-A-454.wav
train,unknown,2-123896-A-242.wav
train,unknown,1-30344-A-01.wav
train,unknown,3-151089-A-303.wav
train,unknown,1-19501-A-73.wav
train,unknown,2-72547-A-140.wav
train,unknown,2-108767-B-91.wav
train,unknown,5-193473-B-122.wav
train,unknown,3-110536-A-262.wav
train,unknown,3-160119-A-153.wav
train,unknown,4-152958-A-180.wav
train,unknown,2-79769-A-262.wav
train,unknown,4-204683-A-311.wav
train,unknown,1-26222-A-100.wav
train,unknown,2-76408-C-220.wav
train,unknown,2-166644-B-23.wav
train,unknown,2-64962-A-151.wav
train,unknown,white_noise006.wav
train,unknown,1-72229-A-60.wav
train,unknown,5-244310-A-250.wav
train,unknown,5-242490-A-140.wav
train,unknown,5-198891-A-84.wav
train,unknown,4-172377-A-172.wav
train,unknown,1-9841-A-132.wav
train,unknown,2-114609-A-282.wav
train,unknown,5-117250-A-20.wav
train,unknown,4-125825-B-462.wav
train,unknown,2-141682-A-361.wav
train,unknown,silence223.wav
train,unknown,2-37870-A-23.wav
train,unknown,4-188003-A-343.wav
train,unknown,5-253085-B-32.wav
train,unknown,3-117793-A-372.wav
train,unknown,2-84965-A-234.wav
train,unknown,running_tap002.wav
train,unknown,silence267.wav
train,unknown,5-253094-C-490.wav
train,unknown,4-170247-B-124.wav
train,unknown,2-118072-A-02.wav
train,unknown,5-188655-A-101.wav
train,unknown,4-194979-A-254.wav
train,unknown,4-107120-A-332.wav
train,unknown,1-32579-A-291.wav
train,unknown,3-152007-E-203.wav
train,unknown,5-186924-A-121.wav
train,unknown,2-37806-D-404.wav
train,unknown,1-208757-B-21.wav
train,unknown,2-104476-A-374.wav
train,unknown,1-72695-A-261.wav
train,unknown,3-154926-B-400.wav
train,unknown,1-62509-A-452.wav
train,unknown,2-59566-A-461.wav
train,unknown,5-201170-A-461.wav
train,unknown,3-154758-A-441.wav
train,unknown,2-60900-A-224.wav
train,unknown,2-109374-A-164.wav
train,unknown,1-36164-A-260.wav
train,unknown,5-202540-A-184.wav
train,unknown,5-201170-A-462.wav
train,unknown,3-71964-C-43.wav
train,unknown,3-126358-B-31.wav
train,unknown,4-59579-A-204.wav
train,unknown,1-43764-A-342.wav
train,unknown,1-62850-A-384.wav
train,unknown,3-208820-A-494.wav
train,unknown,3-112356-A-181.wav
train,unknown,4-119647-A-483.wav
train,unknown,2-132157-A-111.wav
train,unknown,1-43807-B-473.wav
train,unknown,5-257642-A-393.wav
train,unknown,4-216349-A-342.wav
train,unknown,2-140147-A-384.wav
train,unknown,5-156999-E-193.wav
train,unknown,4-165813-A-192.wav
train,unknown,3-171041-A-384.wav
train,unknown,4-191327-A-383.wav
train,unknown,2-119161-C-83.wav
train,unknown,2-109231-A-94.wav
train,unknown,2-70367-A-331.wav
train,unknown,4-167063-B-111.wav
train,unknown,3-127890-C-90.wav
train,unknown,3-145387-A-290.wav
train,unknown,5-213802-A-124.wav
train,unknown,2-158746-A-20.wav
train,unknown,1-260640-C-22.wav
train,unknown,4-171207-A-121.wav
train,unknown,silence236.wav
train,unknown,2-117617-A-481.wav
train,unknown,4-182795-A-142.wav
train,unknown,silence072.wav
train,unknown,5-207681-A-241.wav
train,unknown,5-187979-A-213.wav
train,unknown,5-213077-A-114.wav
train,unknown,3-124958-A-283.wav
train,unknown,5-133989-A-420.wav
train,unknown,5-251963-A-472.wav
train,unknown,2-39945-C-193.wav
train,unknown,4-123680-A-181.wav
train,unknown,3-157187-A-121.wav
train,unknown,3-153057-A-432.wav
train,unknown,1-85184-A-392.wav
train,unknown,1-25781-A-484.wav
train,unknown,3-151212-A-244.wav
train,unknown,4-210000-B-231.wav
train,unknown,4-188293-A-154.wav
train,unknown,4-119647-D-484.wav
train,unknown,5-218980-A-300.wav
train,unknown,5-243448-A-143.wav
train,unknown,4-171706-A-234.wav
train,unknown,1-104089-B-222.wav
train,unknown,2-118624-A-304.wav
train,unknown,4-164064-C-10.wav
train,unknown,5-211408-A-373.wav
train,unknown,5-156026-A-40.wav
train,unknown,2-120587-A-64.wav
train,unknown,1-58277-A-32.wav
train,unknown,1-36164-A-262.wav
train,unknown,5-170338-B-413.wav
train,unknown,1-79220-A-174.wav
train,unknown,1-29680-A-212.wav
train,unknown,3-122110-A-460.wav
train,unknown,3-124376-A-30.wav
train,unknown,2-134915-A-303.wav
train,unknown,2-117615-A-481.wav
train,unknown,4-120160-A-50.wav
train,unknown,5-243459-B-144.wav
train,unknown,1-155858-A-252.wav
train,unknown,2-153388-A-312.wav
train,unknown,4-181955-B-30.wav
train,unknown,2-109759-A-262.wav
train,unknown,4-173865-A-92.wav
train,unknown,5-259169-A-54.wav
train,unknown,2-96904-A-272.wav
train,unknown,1-58846-A-344.wav
train,unknown,4-182034-A-304.wav
train,unknown,1-96950-A-92.wav
train,unknown,4-163608-B-162.wav
train,unknown,4-189830-A-224.wav
train,unknown,5-198411-F-202.wav
train,unknown,4-181599-A-264.wav
train,unknown,5-215658-A-123.wav
train,unknown,4-157297-A-212.wav
train,unknown,2-69131-B-54.wav
train,unknown,5-213836-A-93.wav
train,unknown,1-38559-A-141.wav
train,unknown,4-143118-B-73.wav
train,unknown,1-172649-E-401.wav
train,unknown,3-112356-A-182.wav
train,unknown,4-175856-A-433.wav
train,unknown,2-59566-A-462.wav
train,unknown,1-61212-A-321.wav
train,unknown,3-153444-A-323.wav
train,unknown,1-137296-A-160.wav
train,unknown,4-174797-A-150.wav
train,unknown,1-977-A-390.wav
train,unknown,2-108767-A-93.wav
train,unknown,2-106487-A-442.wav
train,unknown,1-51147-A-253.wav
train,unknown,3-107219-A-11.wav
train,unknown,3-119120-A-482.wav
train,unknown,3-151081-A-200.wav
train,unknown,5-250026-A-301.wav
train,unknown,5-200334-A-10.wav
train,unknown,1-81851-A-311.wav
train,unknown,1-94231-A-321.wav
train,unknown,3-146873-A-240.wav
train,unknown,2-107228-B-444.wav
train,unknown,4-119648-B-484.wav
train,unknown,5-254832-A-152.wav
train,unknown,5-232816-A-233.wav
train,unknown,2-100786-A-10.wav
train,unknown,3-112522-A-273.wav
train,unknown,2-134049-A-63.wav
train,unknown,1-69165-A-341.wav
train,unknown,1-84536-A-390.wav
train,unknown,3-126391-A-270.wav
train,unknown,3-129264-A-91.wav
train,unknown,2-130245-A-344.wav
train,unknown,4-160999-A-101.wav
train,unknown,4-159609-B-140.wav
train,unknown,5-198600-A-453.wav
train,unknown,4-201800-A-314.wav
train,unknown,2-114609-A-281.wav
train,unknown,4-161100-A-474.wav
train,unknown,1-21934-A-382.wav
train,unknown,4-213915-A-33.wav
train,unknown,5-244933-A-340.wav
train,unknown,2-109316-A-323.wav
train,unknown,5-181458-A-331.wav
train,unknown,1-30043-A-262.wav
train,unknown,5-117773-A-162.wav
train,unknown,2-70939-A-420.wav
train,unknown,5-231762-A-01.wav
train,unknown,2-126756-A-294.wav
train,unknown,5-150409-A-422.wav
train,unknown,4-188033-A-381.wav
train,unknown,3-118657-B-413.wav
train,unknown,5-221950-A-222.wav
train,unknown,5-177034-A-180.wav
train,unknown,3-51376-A-420.wav
train,unknown,2-95258-B-10.wav
train,unknown,5-217186-C-163.wav
train,unknown,1-68734-A-340.wav
train,unknown,2-184077-A-492.wav
train,unknown,1-62594-A-324.wav
train,unknown,4-175000-A-402.wav
train,unknown,4-177250-A-101.wav
train,unknown,3-110913-D-74.wav
train,unknown,3-144891-A-190.wav
train,unknown,4-155670-A-260.wav
train,unknown,1-52323-A-240.wav
train,unknown,1-76831-E-421.wav
train,unknown,2-122820-A-361.wav
train,unknown,2-103423-A-34.wav
train,unknown,4-212698-A-393.wav
train,unknown,1-23222-B-194.wav
train,unknown,3-95698-A-50.wav
train,unknown,3-259622-A-442.wav
train,unknown,2-70280-A-184.wav
train,unknown,silence184.wav
train,unknown,3-154781-A-321.wav
train,unknown,5-221593-A-213.wav
train,unknown,3-151213-A-240.wav
train,unknown,2-98676-A-240.wav
train,unknown,2-107228-A-440.wav
train,unknown,4-161303-B-51.wav
train,unknown,2-102567-D-353.wav
train,unknown,4-210000-A-231.wav
train,unknown,4-156827-A-462.wav
train,unknown,5-231762-A-04.wav
train,unknown,1-42139-A-383.wav
train,unknown,3-104632-A-121.wav
train,unknown,1-81883-A-211.wav
train,unknown,2-82367-A-103.wav
train,unknown,5-244651-A-312.wav
train,unknown,1-115920-A-220.wav
train,unknown,1-53663-A-241.wav
train,unknown,4-181955-B-32.wav
train,unknown,1-13571-A-464.wav
train,unknown,1-24524-B-190.wav
train,unknown,4-172143-A-131.wav
train,unknown,1-34094-B-50.wav
train,unknown,5-253101-A-491.wav
train,unknown,4-121532-A-422.wav
train,unknown,1-62594-A-321.wav
train,unknown,3-151273-A-353.wav
train,unknown,2-82071-A-273.wav
train,unknown,5-241846-A-152.wav
train,unknown,3-166422-A-113.wav
train,unknown,1-18655-A-314.wav
train,unknown,3-164216-B-64.wav
train,unknown,4-155650-A-243.wav
train,unknown,2-72970-A-100.wav
train,unknown,1-49409-A-83.wav
train,unknown,1-68628-A-273.wav
train,unknown,2-102567-C-353.wav
train,unknown,3-103050-A-192.wav
train,unknown,3-104761-B-71.wav
train,unknown,2-70280-A-182.wav
train,unknown,3-161010-A-434.wav
train,unknown,2-114609-A-280.wav
train,unknown,1-69422-A-32.wav
train,unknown,5-211197-A-244.wav
train,unknown,1-28005-A-180.wav
train,unknown,5-160614-A-481.wav
train,unknown,1-977-A-394.wav
train,unknown,2-104877-A-32.wav
train,unknown,5-194899-C-33.wav
train,unknown,2-103424-A-34.wav
train,unknown,1-28808-A-431.wav
train,unknown,3-118657-B-414.wav
train,unknown,2-125875-A-132.wav
train,unknown,5-198891-C-83.wav
train,unknown,2-209476-A-251.wav
train,unknown,5-249748-A-284.wav
train,unknown,5-250753-A-340.wav
train,unknown,1-30226-A-02.wav
train,unknown,1-60676-A-340.wav
train,unknown,1-51805-B-330.wav
train,unknown,4-196671-B-80.wav
train,unknown,1-68670-A-343.wav
train,unknown,3-150979-C-402.wav
train,unknown,silence237.wav
train,unknown,1-88807-A-393.wav
train,unknown,3-125548-A-321.wav
train,unknown,5-254832-A-150.wav
train,unknown,3-155568-A-322.wav
train,unknown,2-105270-A-471.wav
train,unknown,2-78381-A-460.wav
train,unknown,5-179294-A-461.wav
train,unknown,3-156393-A-354.wav
train,unknown,3-243726-A-434.wav
train,unknown,3-119120-E-482.wav
train,unknown,2-108767-C-91.wav
train,unknown,4-161099-A-474.wav
train,unknown,3-107219-A-12.wav
train,unknown,1-4211-A-123.wav
train,unknown,3-188726-A-352.wav
train,unknown,4-234879-A-63.wav
train,unknown,5-192191-A-192.wav
train,unknown,silence163.wav
train,unknown,4-186940-A-440.wav
train,unknown,4-80761-A-422.wav
train,unknown,5-240671-A-444.wav
train,unknown,2-83934-B-53.wav
train,unknown,5-195710-A-104.wav
train,unknown,3-95695-B-52.wav
train,unknown,5-235644-A-300.wav
train,unknown,4-157296-A-243.wav
train,unknown,5-198411-G-202.wav
train,unknown,4-144083-B-162.wav
train,unknown,3-151089-A-304.wav
train,unknown,2-107351-B-201.wav
train,unknown,5-177957-C-402.wav
train,unknown,3-156581-B-142.wav
train,unknown,3-159445-A-451.wav
train,unknown,4-125070-A-192.wav
train,unknown,3-108160-A-230.wav
train,unknown,2-18766-A-121.wav
train,unknown,5-218196-A-270.wav
train,unknown,4-182369-A-120.wav
train,unknown,3-98771-A-180.wav
train,unknown,3-112397-A-91.wav
train,unknown,4-212604-B-153.wav
train,unknown,5-221568-A-220.wav
train,unknown,2-102435-A-373.wav
train,unknown,1-81001-A-304.wav
train,unknown,3-83527-A-43.wav
train,unknown,4-136381-A-92.wav
train,unknown,4-156843-A-211.wav
train,unknown,1-47250-B-410.wav
train,unknown,5-234247-A-372.wav
train,unknown,2-209475-A-253.wav
train,unknown,1-61252-A-110.wav
train,unknown,1-115545-A-483.wav
train,unknown,5-253094-C-491.wav
train,unknown,1-35687-A-382.wav
train,unknown,3-130998-B-284.wav
train,unknown,3-104761-A-73.wav
train,unknown,5-171118-A-264.wav
train,unknown,1-104089-B-221.wav
train,unknown,4-218304-B-251.wav
train,unknown,5-182012-A-363.wav
train,unknown,1-172649-A-402.wav
train,unknown,4-182314-B-70.wav
train,unknown,3-97909-B-490.wav
train,unknown,4-126046-A-183.wav
train,unknown,5-160614-F-481.wav
train,unknown,4-126046-A-184.wav
train,unknown,3-170377-A-382.wav
train,unknown,4-213915-A-31.wav
train,unknown,1-19026-A-432.wav
train,unknown,4-192068-A-311.wav
train,unknown,1-47819-A-53.wav
train,unknown,2-114609-B-281.wav
train,unknown,5-197121-B-450.wav
train,unknown,silence291.wav
train,unknown,5-177957-C-404.wav
train,unknown,5-242491-A-140.wav
train,unknown,3-104958-A-123.wav
train,unknown,5-242932-A-264.wav
train,unknown,4-195451-A-442.wav
train,unknown,4-218199-F-351.wav
train,unknown,3-177082-A-224.wav
train,unknown,3-103401-A-332.wav
train,unknown,4-186935-A-440.wav
train,unknown,4-99644-A-43.wav
train,unknown,4-188293-B-154.wav
train,unknown,4-212604-A-151.wav
train,unknown,4-218199-D-350.wav
train,unknown,3-253084-D-20.wav
train,unknown,1-208757-E-20.wav
train,unknown,4-172500-A-274.wav
train,unknown,5-232816-A-232.wav
train,unknown,5-234263-A-251.wav
train,unknown,5-221518-A-213.wav
train,unknown,4-117627-A-253.wav
train,unknown,5-235956-A-473.wav
train,unknown,2-121978-A-291.wav
train,unknown,3-203373-A-393.wav
train,unknown,3-164594-A-152.wav
train,unknown,4-189830-A-223.wav
train,unknown,3-152020-C-362.wav
train,unknown,1-85168-A-394.wav
train,unknown,1-47714-A-161.wav
train,unknown,1-74517-A-374.wav
train,unknown,2-120218-B-302.wav
train,unknown,4-99644-B-44.wav
train,unknown,2-135649-C-450.wav
train,unknown,1-26143-A-210.wav
train,unknown,3-95695-B-54.wav
train,unknown,3-140199-B-80.wav
train,unknown,3-95695-A-53.wav
train,unknown,4-155650-A-241.wav
train,unknown,4-172742-A-323.wav
train,unknown,2-125821-A-130.wav
train,unknown,2-109371-B-163.wav
train,unknown,5-200329-A-81.wav
train,unknown,2-124662-A-110.wav
train,unknown,3-152020-B-362.wav
train,unknown,5-188495-A-193.wav
train,unknown,2-82274-A-50.wav
train,unknown,4-99644-D-41.wav
train,unknown,1-60460-A-363.wav
train,unknown,4-128659-A-332.wav
train,unknown,1-101296-A-194.wav
train,unknown,5-203739-A-103.wav
train,unknown,5-217158-A-04.wav
train,unknown,2-76868-A-60.wav
train,unknown,5-209719-A-243.wav
train,unknown,5-133989-B-420.wav
train,unknown,3-118658-B-413.wav
train,unknown,3-51376-A-422.wav
train,unknown,3-172179-A-310.wav
train,unknown,4-213193-A-292.wav
train,unknown,3-171281-A-62.wav
train,unknown,1-79236-A-362.wav
train,unknown,5-219379-A-114.wav
train,unknown,4-176638-A-433.wav
train,unknown,2-95258-B-12.wav
train,unknown,2-209472-A-251.wav
train,unknown,3-157615-A-102.wav
train,unknown,1-81883-A-214.wav
train,unknown,4-149940-A-54.wav
train,unknown,5-237315-A-313.wav
train,unknown,5-213836-A-90.wav
train,unknown,3-152912-A-261.wav
train,unknown,doing_the_dishes004.wav
train,unknown,2-67422-A-181.wav
train,unknown,1-54747-A-464.wav
train,unknown,5-133989-B-421.wav
train,unknown,4-170247-B-120.wav
train,unknown,1-202111-A-32.wav
train,unknown,1-51035-A-162.wav
train,unknown,3-103051-C-194.wav
train,unknown,1-16568-A-33.wav
train,unknown,4-195305-A-313.wav
train,unknown,4-171519-A-211.wav
train,unknown,2-101676-A-100.wav
test,bebop,mixed_42-bebop_003_.wav
test,bebop,B_S2_D1_103-bebop_002_.wav
test,bebop,mixed_41-bebop_001_.wav
test,bebop,mixed_6-bebop_004_.wav
test,bebop,B_S2_D1_067-bebop_003_.wav
test,bebop,mixed_58-bebop_000_.wav
test,bebop,B_S2_D1_099-bebop_001_.wav
test,bebop,mixed_29-bebop_004_.wav
test,bebop,mixed_6-bebop_003_.wav
test,bebop,mixed_9-bebop_003_.wav
test,bebop,mixed_63-bebop_003_.wav
test,bebop,mixed_56-bebop_004_.wav
test,bebop,B_S2_D1_090-bebop_002_.wav
test,bebop,B_S2_D1_069-bebop_001_.wav
test,bebop,B_S2_D1_118-bebop_002_.wav
test,bebop,mixed_47-bebop_000_.wav
test,bebop,mixed_35-bebop_003_.wav
test,bebop,mixed_19-bebop_004_.wav
test,bebop,mixed_2-bebop_003_.wav
test,bebop,B_S2_D1_080-bebop_000_.wav
test,bebop,mixed_63-bebop_004_.wav
test,bebop,mixed_64-bebop_000_.wav
test,bebop,B_S2_D1_098-bebop_001_.wav
test,bebop,B_S2_D1_089-bebop_002_.wav
test,bebop,B_S2_D1_076-bebop_003_.wav
test,bebop,B_S2_D1_085-bebop_003_.wav
test,bebop,mixed_4-bebop_004_.wav
test,bebop,mixed_43-bebop_000_.wav
test,bebop,B_S2_D1_095-bebop_001_.wav
test,bebop,mixed_54-bebop_004_.wav
test,bebop,mixed_6-bebop_002_.wav
test,bebop,mixed_22-bebop_002_.wav
test,bebop,mixed_28-bebop_002_.wav
test,bebop,B_S2_D1_120-bebop_004_.wav
test,bebop,mixed_49-bebop_000_.wav
test,bebop,B_S2_D1_117-bebop_002_.wav
test,bebop,mixed_8-bebop_003_.wav
test,bebop,B_S2_D1_121-bebop_001_.wav
test,bebop,B_S2_D1_096-bebop_001_.wav
test,bebop,mixed_33-bebop_003_.wav
test,bebop,mixed_21-bebop_004_.wav
test,bebop,mixed_41-bebop_000_.wav
test,bebop,B_S2_D1_110-bebop_002_.wav
test,bebop,B_S2_D1_131-bebop_002_.wav
test,bebop,B_S2_D1_110-bebop_001_.wav
test,bebop,B_S2_D1_080-bebop_002_.wav
test,bebop,B_S2_D1_121-bebop_004_.wav
test,bebop,mixed_22-bebop_004_.wav
test,bebop,B_S2_D1_131-bebop_003_.wav
test,bebop,mixed_7-bebop_002_.wav
test,bebop,B_S2_D1_113-bebop_004_.wav
test,bebop,B_S2_D1_078-bebop_002_.wav
test,bebop,mixed_0-bebop_001_.wav
test,bebop,B_S2_D1_111-bebop_004_.wav
test,bebop,mixed_51-bebop_004_.wav
test,bebop,B_S2_D1_122-bebop_001_.wav
test,bebop,mixed_19-bebop_002_.wav
test,bebop,mixed_34-bebop_002_.wav
test,bebop,B_S2_D1_100-bebop_002_.wav
test,bebop,mixed_9-bebop_000_.wav
test,bebop,mixed_48-bebop_000_.wav
test,bebop,B_S2_D1_102-bebop_000_.wav
test,bebop,B_S2_D1_081-bebop_003_.wav
test,bebop,B_S2_D1_121-bebop_003_.wav
test,bebop,B_S2_D1_109-bebop_004_.wav
test,bebop,mixed_14-bebop_002_.wav
test,bebop,mixed_17-bebop_003_.wav
test,bebop,B_S2_D1_100-bebop_001_.wav
test,bebop,mixed_16-bebop_002_.wav
test,bebop,mixed_32-bebop_003_.wav
test,bebop,mixed_63-bebop_002_.wav
test,bebop,mixed_62-bebop_001_.wav
test,bebop,B_S2_D1_087-bebop_003_.wav
test,bebop,mixed_66-bebop_003_.wav
test,bebop,B_S2_D1_083-bebop_001_.wav
test,bebop,B_S2_D1_126-bebop_001_.wav
test,bebop,B_S2_D1_113-bebop_003_.wav
test,bebop,B_S2_D1_076-bebop_001_.wav
test,bebop,B_S2_D1_081-bebop_001_.wav
test,bebop,B_S2_D1_106-bebop_001_.wav
test,bebop,mixed_56-bebop_000_.wav
test,bebop,mixed_15-bebop_004_.wav
test,bebop,B_S2_D1_127-bebop_000_.wav
test,bebop,mixed_50-bebop_004_.wav
test,bebop,B_S2_D1_083-bebop_000_.wav
test,bebop,mixed_19-bebop_001_.wav
test,bebop,B_S2_D1_092-bebop_002_.wav
test,bebop,mixed_48-bebop_003_.wav
test,bebop,mixed_33-bebop_004_.wav
test,bebop,B_S2_D1_075-bebop_004_.wav
test,bebop,B_S2_D1_121-bebop_000_.wav
test,bebop,mixed_60-bebop_002_.wav
test,bebop,mixed_12-bebop_001_.wav
test,bebop,mixed_15-bebop_001_.wav
test,bebop,B_S2_D1_086-bebop_004_.wav
test,bebop,mixed_19-bebop_003_.wav
test,bebop,B_S2_D1_085-bebop_004_.wav
test,bebop,mixed_8-bebop_002_.wav
test,bebop,mixed_10-bebop_003_.wav
test,bebop,B_S2_D1_111-bebop_000_.wav
test,bebop,B_S2_D1_098-bebop_004_.wav
test,bebop,mixed_64-bebop_002_.wav
test,bebop,mixed_11-bebop_002_.wav
test,bebop,mixed_9-bebop_004_.wav
test,bebop,B_S2_D1_099-bebop_003_.wav
test,bebop,B_S2_D1_068-bebop_001_.wav
test,bebop,B_S2_D1_123-bebop_004_.wav
test,bebop,mixed_58-bebop_002_.wav
test,bebop,mixed_31-bebop_003_.wav
test,bebop,B_S2_D1_112-bebop_000_.wav
test,bebop,mixed_26-bebop_003_.wav
test,bebop,mixed_8-bebop_001_.wav
test,bebop,B_S2_D1_107-bebop_003_.wav
test,bebop,mixed_52-bebop_003_.wav
test,bebop,B_S2_D1_072-bebop_002_.wav
test,bebop,mixed_60-bebop_000_.wav
test,bebop,mixed_42-bebop_001_.wav
test,bebop,B_S2_D1_114-bebop_003_.wav
test,bebop,B_S2_D1_111-bebop_003_.wav
test,bebop,B_S2_D1_086-bebop_000_.wav
test,bebop,B_S2_D1_073-bebop_000_.wav
test,bebop,B_S2_D1_073-bebop_002_.wav
test,bebop,mixed_27-bebop_001_.wav
test,bebop,mixed_58-bebop_003_.wav
test,bebop,B_S2_D1_084-bebop_004_.wav
test,bebop,mixed_5-bebop_002_.wav
test,bebop,B_S2_D1_087-bebop_004_.wav
test,bebop,B_S2_D1_095-bebop_002_.wav
test,bebop,B_S2_D1_112-bebop_003_.wav
test,bebop,B_S2_D1_117-bebop_000_.wav
test,bebop,B_S2_D1_123-bebop_001_.wav
test,bebop,B_S2_D1_072-bebop_000_.wav
test,bebop,B_S2_D1_089-bebop_004_.wav
test,bebop,mixed_7-bebop_003_.wav
test,unknown,2-72547-D-143.wav
test,unknown,4-167155-A-323.wav
test,unknown,silence085.wav
test,unknown,white_noise011.wav
test,unknown,4-158653-A-321.wav
test,unknown,4-161579-A-402.wav
test,unknown,4-166661-A-102.wav
test,unknown,3-118658-A-412.wav
test,unknown,3-163288-A-12.wav
test,unknown,4-157611-B-414.wav
test,unknown,4-182041-A-304.wav
test,unknown,1-73123-A-260.wav
test,unknown,5-179294-A-463.wav
test,unknown,3-150979-B-400.wav
test,unknown,silence255.wav
test,unknown,2-57733-A-221.wav
test,unknown,3-101381-B-333.wav
test,unknown,1-103995-A-300.wav
test,unknown,2-76408-D-223.wav
test,unknown,5-235956-A-471.wav
test,unknown,3-134699-C-163.wav
test,unknown,2-106019-A-133.wav
test,unknown,4-218199-F-350.wav
test,unknown,3-157149-A-101.wav
test,unknown,3-119120-B-483.wav
test,unknown,1-208757-E-21.wav
test,unknown,1-80785-A-72.wav
test,unknown,5-197121-B-453.wav
test,unknown,5-207836-C-290.wav
test,unknown,3-142604-A-241.wav
test,unknown,2-79769-A-261.wav
test,unknown,4-99193-B-41.wav
test,unknown,4-182395-A-01.wav
test,unknown,5-179865-A-433.wav
test,unknown,5-198278-B-71.wav
test,unknown,5-186924-A-120.wav
test,unknown,5-193473-B-121.wav
test,unknown,2-77346-A-464.wav
test,unknown,1-81001-A-300.wav
test,unknown,4-182368-A-121.wav
test,unknown,2-85434-A-270.wav
test,unknown,3-51909-B-424.wav
test,unknown,5-202540-A-183.wav
test,unknown,5-160614-G-482.wav
test,unknown,2-118964-A-04.wav
test,unknown,2-106881-A-392.wav
test,unknown,5-198373-A-460.wav
test,unknown,1-67033-A-374.wav
test,unknown,4-194808-A-290.wav
test,unknown,4-175000-B-402.wav
test,unknown,2-122104-A-02.wav
test,unknown,2-102414-A-174.wav
test,unknown,exercise_bike003.wav
test,unknown,5-248341-C-60.wav
test,unknown,4-136381-A-94.wav
test,unknown,1-51036-A-161.wav
test,unknown,4-125929-A-401.wav
test,unknown,2-104168-A-324.wav
test,unknown,silence260.wav
test,unknown,1-19898-C-411.wav
test,unknown,1-51433-A-173.wav
test,unknown,2-73260-A-103.wav
test,unknown,5-199284-A-452.wav
test,unknown,1-67432-A-270.wav
test,unknown,5-199284-A-450.wav
test,unknown,2-209475-A-250.wav
test,unknown,4-195305-A-312.wav
test,unknown,4-155650-B-243.wav
test,unknown,2-104476-A-373.wav
test,unknown,1-100038-A-142.wav
test,unknown,4-181955-C-30.wav
test,unknown,4-168868-A-174.wav
test,unknown,1-19898-B-414.wav
test,unknown,3-103401-C-332.wav
test,unknown,1-30709-C-232.wav
test,unknown,1-260640-C-23.wav
test,unknown,2-141682-A-364.wav
test,unknown,2-139749-A-154.wav
test,unknown,2-102414-B-174.wav
test,unknown,4-204618-A-113.wav
test,unknown,2-76408-C-223.wav
test,unknown,4-185575-C-201.wav
test,unknown,2-205966-A-162.wav
test,unknown,3-216284-A-394.wav
test,unknown,2-42101-A-430.wav
test,unknown,5-194899-A-33.wav
test,unknown,4-133047-B-50.wav
test,unknown,silence052.wav
test,unknown,2-116400-A-02.wav
test,unknown,1-21896-A-354.wav
test,unknown,5-257839-A-142.wav
test,unknown,5-235956-A-474.wav
test,unknown,1-79711-A-322.wav
test,unknown,4-188293-B-152.wav
test,unknown,1-65483-A-132.wav
test,unknown,1-17808-A-124.wav
test,unknown,1-32579-A-293.wav
test,unknown,5-250258-A-494.wav
test,unknown,4-234644-A-21.wav
test,unknown,1-41615-A-343.wav
test,unknown,5-215658-B-121.wav
test,unknown,4-196672-A-82.wav
test,unknown,2-79769-A-260.wav
test,unknown,3-96606-A-491.wav
test,unknown,1-41615-A-344.wav
test,unknown,silence058.wav
test,unknown,2-182508-B-83.wav
test,unknown,2-70280-A-181.wav
test,unknown,1-51436-A-171.wav
test,unknown,2-78562-A-370.wav
test,unknown,1-51170-A-184.wav
test,unknown,1-14262-A-371.wav
test,unknown,2-54961-A-233.wav
test,unknown,3-110913-C-73.wav
test,unknown,2-85292-A-242.wav
test,unknown,4-150364-B-461.wav
test,unknown,5-194892-A-104.wav
test,unknown,4-180337-A-283.wav
test,unknown,3-118069-A-274.wav
test,unknown,1-68734-A-341.wav
test,unknown,5-203128-A-02.wav
test,unknown,5-222041-A-92.wav
test,unknown,5-186924-A-123.wav
test,unknown,2-135649-B-450.wav
test,unknown,5-202795-A-34.wav
test,unknown,1-46272-A-123.wav
test,unknown,5-156698-A-180.wav
test,unknown,5-251957-A-470.wav
test,unknown,3-181132-A-144.wav
test,unknown,1-76831-A-422.wav
test,unknown,5-218196-B-273.wav
test,unknown,5-233787-A-72.wav
test,unknown,1-155858-C-254.wav
test,unknown,1-87565-A-294.wav
